,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk
0,13649413,30 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,30 Temmuz 2023,Konut,110 M2,3+1,Düz Giriş,Merkezi (Pay Ölçer),970.000TL,Kayseri - Kocasinan - Mevlana Mahallesi,,
1,13649409,30 Temmuz 2023,Satılık,280 M2,4,14,Kiracı Oturuyor,30 Temmuz 2023,Konut,210 M2,4+1,13.Kat,Merkezi (Pay Ölçer),7.000.000TL,Kayseri - Kocasinan - Erciyesevler Mahallesi,,
2,13649407,30 Temmuz 2023,Satılık,175 M2,11-15,8,Kiracı Oturuyor,30 Temmuz 2023,Konut,150 M2,3+1,3.Kat,Kombi Doğalgaz,1.588.000TL,Kayseri - Kocasinan - Kocasinan Mahallesi,,
3,13639489,28 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,28 Temmuz 2023,Konut,135 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1.790.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,
4,13639412,29 Temmuz 2023,Satılık,190 M2,3,14,Kiracı Oturuyor,28 Temmuz 2023,Konut,160 M2,3+1,5.Kat,Merkezi (Pay Ölçer),330.000.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,,
5,13639225,28 Temmuz 2023,Satılık,145 M2,16-20,8,Mülk Sahibi Oturuyor,28 Temmuz 2023,Konut,135 M2,2+1,5.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Kocasinan - Mimarsinan Mahallesi,Bilinmiyor,
6,13638032,28 Temmuz 2023,Satılık,165 M2,0 (Yeni),12,Boş,28 Temmuz 2023,Konut,130 M2,3+0,5.Kat,Merkezi (Pay Ölçer),1.550.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,
7,13635906,28 Temmuz 2023,Satılık,130 M2,11-15,9,Kiracı Oturuyor,28 Temmuz 2023,Konut,100 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,1.050.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
8,13635905,28 Temmuz 2023,Satılık,135 M2,21 Ve Üzeri,7,Kiracı Oturuyor,28 Temmuz 2023,Konut,110 M2,2+1,Düz Giriş,Merkezi (Pay Ölçer),820.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,,
9,13629908,27 Temmuz 2023,Satılık,96 M2,1,13,Kiracı Oturuyor,27 Temmuz 2023,Konut,73 M2,2+1,6.Kat,Merkezi (Pay Ölçer),1.550.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,
10,13627056,26 Temmuz 2023,Satılık,165 M2,0 (Yeni),14,Boş,26 Temmuz 2023,Konut,125 M2,3+1,6.Kat,Merkezi Doğalgaz,403.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,
11,13625881,26 Temmuz 2023,Satılık,165 M2,0 (Yeni),7,Boş,26 Temmuz 2023,Konut,125 M2,3+1,3.Kat,Merkezi (Pay Ölçer),1.565.000TL,Kayseri - Kocasinan - Osmangazi Mahallesi,,
12,13624977,29 Temmuz 2023,Satılık,165 M2,16-20,4,Kiracı Oturuyor,26 Temmuz 2023,Konut,130 M2,3+1,Çatı Katı,Kombi Doğalgaz,1.550.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,
13,13623628,26 Temmuz 2023,Satılık,210 M2,0 (Yeni),13,Boş,26 Temmuz 2023,Konut,190 M2,4+1,4.Kat,Merkezi (Pay Ölçer),3.940.000TL,Kayseri - Kocasinan - Yakut Mahallesi,,
14,13623115,26 Temmuz 2023,Satılık,170 M2,0 (Yeni),14,Boş,26 Temmuz 2023,Konut,120 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Kocasinan - Ziyagökalp Mahallesi,,
15,13623107,28 Temmuz 2023,Satılık,286 M2,21 Ve Üzeri,5,Boş,26 Temmuz 2023,Konut,285 M2,9+ Oda,,Sobalı,14.000.000TL,Kayseri - Kocasinan - Hacı Saki Mahallesi,Krediye Uygun,Bilinmiyor
16,13623104,26 Temmuz 2023,Satılık,265 M2,5-10,12,Boş,26 Temmuz 2023,Konut,240 M2,4+1,6.Kat,Merkezi (Pay Ölçer),4.575.000TL,Kayseri - Kocasinan - Mimarsinan Mahallesi,,
17,13623099,26 Temmuz 2023,Satılık,145 M2,2,4,Boş,26 Temmuz 2023,Konut,125 M2,3+1,Düz Giriş,Merkezi (Pay Ölçer),1.450.000TL,Kayseri - Kocasinan - Oruçreis Mahallesi,,
18,13622746,26 Temmuz 2023,Satılık,175 M2,5-10,12,Kiracı Oturuyor,25 Temmuz 2023,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.565.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,
19,13622745,26 Temmuz 2023,Satılık,348 M2,21 Ve Üzeri,2,Boş,25 Temmuz 2023,Konut,165 M2,3+1,Düz Giriş,Kombi Doğalgaz,1.380.000TL,Kayseri - Kocasinan - Yeşil Mahallesi,Bilinmiyor,
20,13622634,25 Temmuz 2023,Satılık,120 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,25 Temmuz 2023,Konut,100 M2,3+1,Bahçe Katı,Kombi Doğalgaz,1.630.000TL,Kayseri - Kocasinan - Yenişehir Mahallesi,,
21,13621242,25 Temmuz 2023,Satılık,117 M2,0 (Yeni),9,Boş,25 Temmuz 2023,Konut,94 M2,2+1,2.Kat,Merkezi Doğalgaz,287.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,
22,13620974,25 Temmuz 2023,Satılık,200 M2,3,17,Boş,25 Temmuz 2023,Konut,170 M2,4+1,17.Kat,Merkezi Doğalgaz,2.595.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,
23,13617358,30 Temmuz 2023,Satılık,185 M2,1,14,Boş,25 Temmuz 2023,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),2.300.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,Krediye Uygun Değil,
24,13616067,24 Temmuz 2023,Satılık,90 M2,3,16,Boş,24 Temmuz 2023,Konut,80 M2,2+1,1.Kat,Merkezi (Pay Ölçer),1.680.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,
25,13616065,27 Temmuz 2023,Satılık,80 M2,2,3,Kiracı Oturuyor,24 Temmuz 2023,Konut,55 M2,1+1,2.Kat,Kombi Doğalgaz,1.170.000TL,Kayseri - Kocasinan - Şeker Mahallesi,Krediye Uygun Değil,
26,13616062,24 Temmuz 2023,Satılık,160 M2,11-15,5,Mülk Sahibi Oturuyor,24 Temmuz 2023,Konut,120 M2,3+1,5.Kat,Kombi Doğalgaz,1.650.000TL,Kayseri - Kocasinan - General Emir Mahallesi,,
27,13614825,24 Temmuz 2023,Satılık,155 M2,16-20,12,Kiracı Oturuyor,24 Temmuz 2023,Konut,130 M2,3+1,7.Kat,Merkezi Doğalgaz,1.195.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
28,13614032,30 Temmuz 2023,Satılık,110 M2,0 (Yeni),4,Boş,24 Temmuz 2023,Konut,85 M2,2.5+1,Düz Giriş,Kombi Doğalgaz,1.600.000TL,Kayseri - Kocasinan - Yeni Mahallesi,,
29,13613023,24 Temmuz 2023,Satılık,155 M2,16-20,14,Kiracı Oturuyor,24 Temmuz 2023,Konut,130 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.265.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
30,13612668,28 Temmuz 2023,Satılık,175 M2,0 (Yeni),14,Boş,24 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1.900.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
31,13610591,28 Temmuz 2023,Satılık,132 M2,16-20,2,Boş,24 Temmuz 2023,Konut,100 M2,2.5+1,2.Kat,Sobalı,1.650.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,,
32,13609938,23 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,3,Boş,23 Temmuz 2023,Konut,110 M2,2+1,Düz Giriş,Sobalı,830.000TL,Kayseri - Kocasinan - Kayabaşı Mahallesi,Bilinmiyor,
33,13609354,23 Temmuz 2023,Satılık,135 M2,11-15,11,Boş,23 Temmuz 2023,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,1.570.000TL,Kayseri - Kocasinan - Turgut Reis Mahallesi,,
34,13609169,23 Temmuz 2023,Satılık,165 M2,11-15,14,Mülk Sahibi Oturuyor,23 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Kombi Doğalgaz,1.550.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,
35,13606462,22 Temmuz 2023,Satılık,160 M2,21 Ve Üzeri,4,Boş,22 Temmuz 2023,Konut,130 M2,3+1,1.Kat,Kombi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,
36,13604736,29 Temmuz 2023,Satılık,155 M2,21 Ve Üzeri,8,Boş,22 Temmuz 2023,Konut,140 M2,3+1,2.Kat,Merkezi Doğalgaz,1.590.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,Bilinmiyor,
37,13601594,30 Temmuz 2023,Satılık,150 M2,4,8,Mülk Sahibi Oturuyor,21 Temmuz 2023,Konut,130 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.300.000TLarrow_downward%4,Kayseri - Kocasinan - Barbaros Mahallesi,,
38,13600406,28 Temmuz 2023,Satılık,155 M2,5-10,9,Mülk Sahibi Oturuyor,21 Temmuz 2023,Konut,130 M2,3+1,4.Kat,Kombi Doğalgaz,1.650.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
39,13599627,21 Temmuz 2023,Satılık,150 M2,11-15,9,Kiracı Oturuyor,21 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Osmangazi Mahallesi,,
40,13599485,29 Temmuz 2023,Satılık,130 M2,0 (Yeni),10,Boş,21 Temmuz 2023,Konut,100 M2,3+0,4.Kat,Merkezi (Pay Ölçer),1.700.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
41,13598721,22 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,21 Temmuz 2023,Konut,120 M2,2+1,2.Kat,Kombi Doğalgaz,1.200.000TLarrow_downward%8,Kayseri - Kocasinan - Sahabiye Mahallesi,,
42,13596756,25 Temmuz 2023,Satılık,185 M2,0 (Yeni),14,Boş,21 Temmuz 2023,Konut,138 M2,3.5+1,3.Kat,Merkezi Doğalgaz,2.349.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,
43,13596671,21 Temmuz 2023,Satılık,170 M2,0 (Yeni),11,Boş,20 Temmuz 2023,Konut,130 M2,3+1,4.Kat,Merkezi Doğalgaz,2.249.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,
44,13595158,26 Temmuz 2023,Satılık,175 M2,5-10,12,Kiracı Oturuyor,20 Temmuz 2023,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,
45,13592430,27 Temmuz 2023,Satılık,85 M2,0 (Yeni),9,Boş,20 Temmuz 2023,Konut,70 M2,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),1.090.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,
46,13590529,20 Temmuz 2023,Satılık,170 M2,0 (Yeni),11,Boş,20 Temmuz 2023,Konut,130 M2,3+1,2.Kat,Merkezi Doğalgaz,2.250.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
47,13588588,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),14,Boş,19 Temmuz 2023,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.970.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,
48,13585413,20 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,19 Temmuz 2023,Konut,135 M2,3+1,2.Kat,Merkezi Doğalgaz,1.700.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Bilinmiyor,
49,13585387,19 Temmuz 2023,Satılık,135 M2,0 (Yeni),15,Boş,19 Temmuz 2023,Konut,110 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.100.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,Krediye Uygun Değil,
50,13585377,19 Temmuz 2023,Satılık,205 M2,21 Ve Üzeri,15,Mülk Sahibi Oturuyor,19 Temmuz 2023,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.480.000TL,Kayseri - Kocasinan - Yakut Mahallesi,Krediye Uygun Değil,
51,13583809,18 Temmuz 2023,Satılık,185 M2,5-10,12,Mülk Sahibi Oturuyor,18 Temmuz 2023,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.325.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,Krediye Uygun Değil,
52,13580320,18 Temmuz 2023,Satılık,120 M2,0 (Yeni),12,Boş,18 Temmuz 2023,Konut,110 M2,2+1,5.Kat,Merkezi (Pay Ölçer),300.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Bilinmiyor,
53,13577332,17 Temmuz 2023,Satılık,180 M2,5-10,8,Kiracı Oturuyor,17 Temmuz 2023,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,1.550.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
54,13571507,16 Temmuz 2023,Satılık,110 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,295.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
55,13570748,16 Temmuz 2023,Satılık,100 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,1.345.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,
56,13570531,15 Temmuz 2023,Satılık,105 M2,11-15,5,Boş,15 Temmuz 2023,Konut,90 M2,2+1,3.Kat,Kombi Doğalgaz,1.100.000TL,Kayseri - Kocasinan - Yavuz Selim Mahallesi,,
57,13568576,29 Temmuz 2023,Satılık,200 M2,1,13,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,180 M2,3+1,13.Kat,Merkezi Doğalgaz,2.100.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
58,13567861,15 Temmuz 2023,Satılık,165 M2,5-10,10,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,125 M2,3+1,4.Kat,Merkezi Doğalgaz,1.580.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
59,13561560,24 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,Bahçe Katı,Sobalı,1.725.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
60,13561470,17 Temmuz 2023,Satılık,165 M2,4,12,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1.650.000TLarrow_downward%90,Kayseri - Kocasinan - Erkilet Mahallesi,,
61,13561352,14 Temmuz 2023,Satılık,645 M2,21 Ve Üzeri,1,Boş,14 Temmuz 2023,Konut,640 M2,1+1,Düz Giriş,Sobalı,945.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
62,13559948,18 Temmuz 2023,Satılık,150 M2,5-10,9,Kiracı Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
63,13559559,25 Temmuz 2023,Satılık,125 M2,1,14,Boş,13 Temmuz 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Kocasinan - Ziyagökalp Mahallesi,Bilinmiyor,
64,13559042,24 Temmuz 2023,Satılık,185 M2,2,14,Boş,13 Temmuz 2023,Konut,145 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),2.295.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
65,13558068,13 Temmuz 2023,Satılık,150 M2,1,12,Mülk Sahibi Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.440.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
66,13554926,23 Temmuz 2023,Satılık,300 M2,21 Ve Üzeri,1,Kiracı Oturuyor,13 Temmuz 2023,Konut,165 M2,3.5+1,Müstakil.Kat,Sobalı,1.000.020TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
67,13554363,13 Temmuz 2023,Satılık,175 M2,1,10,Boş,13 Temmuz 2023,Konut,138 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.755.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
68,13550322,25 Temmuz 2023,Satılık,190 M2,11-15,7,Boş,12 Temmuz 2023,Konut,160 M2,4+1,5.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,
69,13549712,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,12 Temmuz 2023,Konut,125 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.050.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Krediye Uygun Değil,
70,13549606,29 Temmuz 2023,Satılık,165 M2,5-10,8,Mülk Sahibi Oturuyor,12 Temmuz 2023,Konut,140 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,,
71,13541681,11 Temmuz 2023,Satılık,110 M2,0 (Yeni),10,Boş,10 Temmuz 2023,Konut,75 M2,2+1,1.Kat,Merkezi (Pay Ölçer),1.300.000TL,Kayseri - Kocasinan - Şeker Mahallesi,Krediye Uygun Değil,
72,13541581,11 Temmuz 2023,Satılık,180 M2,5-10,8,Boş,10 Temmuz 2023,Konut,140 M2,3+1,2.Kat,Merkezi (Pay Ölçer),2.625.000TL,Kayseri - Kocasinan - Erciyesevler Mahallesi,,
73,13541580,11 Temmuz 2023,Satılık,175 M2,16-20,4,Mülk Sahibi Oturuyor,10 Temmuz 2023,Konut,150 M2,3+1,3.Kat,Kombi Doğalgaz,1.275.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,
74,13540964,14 Temmuz 2023,Satılık,115 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,10 Temmuz 2023,Konut,95 M2,2+1,2.Kat,Kombi Doğalgaz,885.000TL,Kayseri - Kocasinan - Yavuz Selim Mahallesi,,
75,13540084,27 Temmuz 2023,Satılık,180 M2,2,13,Kiracı Oturuyor,10 Temmuz 2023,Konut,149 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2.100.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,
76,13539820,27 Temmuz 2023,Satılık,85 M2,3,9,Kiracı Oturuyor,10 Temmuz 2023,Konut,70 M2,2+1,2.Kat,Merkezi (Pay Ölçer),1.315.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,
77,13571507,16 Temmuz 2023,Satılık,110 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,295.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
78,13570748,16 Temmuz 2023,Satılık,100 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,1.345.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,
79,13570531,15 Temmuz 2023,Satılık,105 M2,11-15,5,Boş,15 Temmuz 2023,Konut,90 M2,2+1,3.Kat,Kombi Doğalgaz,1.100.000TL,Kayseri - Kocasinan - Yavuz Selim Mahallesi,,
80,13568576,29 Temmuz 2023,Satılık,200 M2,1,13,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,180 M2,3+1,13.Kat,Merkezi Doğalgaz,2.100.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
81,13567861,15 Temmuz 2023,Satılık,165 M2,5-10,10,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,125 M2,3+1,4.Kat,Merkezi Doğalgaz,1.580.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
82,13561560,24 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,Bahçe Katı,Sobalı,1.725.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
83,13561470,17 Temmuz 2023,Satılık,165 M2,4,12,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1.650.000TLarrow_downward%90,Kayseri - Kocasinan - Erkilet Mahallesi,,
84,13561352,14 Temmuz 2023,Satılık,645 M2,21 Ve Üzeri,1,Boş,14 Temmuz 2023,Konut,640 M2,1+1,Düz Giriş,Sobalı,945.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
85,13559948,18 Temmuz 2023,Satılık,150 M2,5-10,9,Kiracı Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
86,13559559,25 Temmuz 2023,Satılık,125 M2,1,14,Boş,13 Temmuz 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Kocasinan - Ziyagökalp Mahallesi,Bilinmiyor,
87,13559042,24 Temmuz 2023,Satılık,185 M2,2,14,Boş,13 Temmuz 2023,Konut,145 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),2.295.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
88,13558068,13 Temmuz 2023,Satılık,150 M2,1,12,Mülk Sahibi Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.440.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
89,13554926,23 Temmuz 2023,Satılık,300 M2,21 Ve Üzeri,1,Kiracı Oturuyor,13 Temmuz 2023,Konut,165 M2,3.5+1,Müstakil.Kat,Sobalı,1.000.020TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
90,13554363,13 Temmuz 2023,Satılık,175 M2,1,10,Boş,13 Temmuz 2023,Konut,138 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.755.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
91,13550322,25 Temmuz 2023,Satılık,190 M2,11-15,7,Boş,12 Temmuz 2023,Konut,160 M2,4+1,5.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,
92,13549712,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,12 Temmuz 2023,Konut,125 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.050.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Krediye Uygun Değil,
93,13549606,29 Temmuz 2023,Satılık,165 M2,5-10,8,Mülk Sahibi Oturuyor,12 Temmuz 2023,Konut,140 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,,
94,13519438,26 Temmuz 2023,Satılık,175 M2,4,8,Boş,07 Temmuz 2023,Konut,150 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Kocasinan - Yeşil Mahallesi,,
95,13517164,08 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,8,Kiracı Oturuyor,06 Temmuz 2023,Konut,135 M2,3+1,4.Kat,Kombi Doğalgaz,1.600.000TL,Kayseri - Kocasinan - Gevhernesibe Mahallesi,,
96,13514726,29 Temmuz 2023,Satılık,175 M2,0 (Yeni),10,Boş,06 Temmuz 2023,Konut,135 M2,3+1,9.Kat,Merkezi Doğalgaz,2.300.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
97,13514582,19 Temmuz 2023,Satılık,230 M2,21 Ve Üzeri,11,Mülk Sahibi Oturuyor,06 Temmuz 2023,Konut,180 M2,4+1,6.Kat,Merkezi Doğalgaz,2.350.000TLarrow_downward%3,Kayseri - Kocasinan - Sümer Mahallesi,,
