,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk
294,13559042,24 Temmuz 2023,Satılık,185 M2,2,14,Boş,13 Temmuz 2023,Konut,145 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),2.295.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
295,13558068,13 Temmuz 2023,Satılık,150 M2,1,12,Mülk Sahibi Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.440.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
296,13554926,23 Temmuz 2023,Satılık,300 M2,21 Ve Üzeri,1,Kiracı Oturuyor,13 Temmuz 2023,Konut,165 M2,3.5+1,Müstakil.Kat,Sobalı,1.000.020TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
297,13554363,13 Temmuz 2023,Satılık,175 M2,1,10,Boş,13 Temmuz 2023,Konut,138 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.755.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
298,13550322,25 Temmuz 2023,Satılık,190 M2,11-15,7,Boş,12 Temmuz 2023,Konut,160 M2,4+1,5.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,
299,13549712,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,12 Temmuz 2023,Konut,125 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.050.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Krediye Uygun Değil,
300,13549606,29 Temmuz 2023,Satılık,165 M2,5-10,8,Mülk Sahibi Oturuyor,12 Temmuz 2023,Konut,140 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,,
301,13585413,20 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,19 Temmuz 2023,Konut,135 M2,3+1,2.Kat,Merkezi Doğalgaz,1.700.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Bilinmiyor,
302,13585387,19 Temmuz 2023,Satılık,135 M2,0 (Yeni),15,Boş,19 Temmuz 2023,Konut,110 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.100.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,Krediye Uygun Değil,
303,13585377,19 Temmuz 2023,Satılık,205 M2,21 Ve Üzeri,15,Mülk Sahibi Oturuyor,19 Temmuz 2023,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.480.000TL,Kayseri - Kocasinan - Yakut Mahallesi,Krediye Uygun Değil,
304,13583809,18 Temmuz 2023,Satılık,185 M2,5-10,12,Mülk Sahibi Oturuyor,18 Temmuz 2023,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.325.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,Krediye Uygun Değil,
305,13580320,18 Temmuz 2023,Satılık,120 M2,0 (Yeni),12,Boş,18 Temmuz 2023,Konut,110 M2,2+1,5.Kat,Merkezi (Pay Ölçer),300.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Bilinmiyor,
306,13577332,17 Temmuz 2023,Satılık,180 M2,5-10,8,Kiracı Oturuyor,17 Temmuz 2023,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,1.550.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
307,13571507,16 Temmuz 2023,Satılık,110 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,295.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
308,13570748,16 Temmuz 2023,Satılık,100 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,1.345.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,
309,13570531,15 Temmuz 2023,Satılık,105 M2,11-15,5,Boş,15 Temmuz 2023,Konut,90 M2,2+1,3.Kat,Kombi Doğalgaz,1.100.000TL,Kayseri - Kocasinan - Yavuz Selim Mahallesi,,
310,13568576,29 Temmuz 2023,Satılık,200 M2,1,13,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,180 M2,3+1,13.Kat,Merkezi Doğalgaz,2.100.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
311,13567861,15 Temmuz 2023,Satılık,165 M2,5-10,10,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,125 M2,3+1,4.Kat,Merkezi Doğalgaz,1.580.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
312,13561560,24 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,Bahçe Katı,Sobalı,1.725.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
313,13561470,17 Temmuz 2023,Satılık,165 M2,4,12,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1.650.000TLarrow_downward%90,Kayseri - Kocasinan - Erkilet Mahallesi,,
314,13561352,14 Temmuz 2023,Satılık,645 M2,21 Ve Üzeri,1,Boş,14 Temmuz 2023,Konut,640 M2,1+1,Düz Giriş,Sobalı,945.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
315,13559948,18 Temmuz 2023,Satılık,150 M2,5-10,9,Kiracı Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
316,13559559,25 Temmuz 2023,Satılık,125 M2,1,14,Boş,13 Temmuz 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Kocasinan - Ziyagökalp Mahallesi,Bilinmiyor,
317,13559042,24 Temmuz 2023,Satılık,185 M2,2,14,Boş,13 Temmuz 2023,Konut,145 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),2.295.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
318,13558068,13 Temmuz 2023,Satılık,150 M2,1,12,Mülk Sahibi Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.440.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
319,13554926,23 Temmuz 2023,Satılık,300 M2,21 Ve Üzeri,1,Kiracı Oturuyor,13 Temmuz 2023,Konut,165 M2,3.5+1,Müstakil.Kat,Sobalı,1.000.020TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
320,13554363,13 Temmuz 2023,Satılık,175 M2,1,10,Boş,13 Temmuz 2023,Konut,138 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.755.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
321,13550322,25 Temmuz 2023,Satılık,190 M2,11-15,7,Boş,12 Temmuz 2023,Konut,160 M2,4+1,5.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,
322,13549712,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,12 Temmuz 2023,Konut,125 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.050.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Krediye Uygun Değil,
323,13549606,29 Temmuz 2023,Satılık,165 M2,5-10,8,Mülk Sahibi Oturuyor,12 Temmuz 2023,Konut,140 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,,
324,13585413,20 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,19 Temmuz 2023,Konut,135 M2,3+1,2.Kat,Merkezi Doğalgaz,1.700.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Bilinmiyor,
325,13585387,19 Temmuz 2023,Satılık,135 M2,0 (Yeni),15,Boş,19 Temmuz 2023,Konut,110 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.100.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,Krediye Uygun Değil,
326,13585377,19 Temmuz 2023,Satılık,205 M2,21 Ve Üzeri,15,Mülk Sahibi Oturuyor,19 Temmuz 2023,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.480.000TL,Kayseri - Kocasinan - Yakut Mahallesi,Krediye Uygun Değil,
327,13583809,18 Temmuz 2023,Satılık,185 M2,5-10,12,Mülk Sahibi Oturuyor,18 Temmuz 2023,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.325.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,Krediye Uygun Değil,
328,13580320,18 Temmuz 2023,Satılık,120 M2,0 (Yeni),12,Boş,18 Temmuz 2023,Konut,110 M2,2+1,5.Kat,Merkezi (Pay Ölçer),300.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Bilinmiyor,
329,13577332,17 Temmuz 2023,Satılık,180 M2,5-10,8,Kiracı Oturuyor,17 Temmuz 2023,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,1.550.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
330,13571507,16 Temmuz 2023,Satılık,110 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,295.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
331,13570748,16 Temmuz 2023,Satılık,100 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,1.345.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,
332,13570531,15 Temmuz 2023,Satılık,105 M2,11-15,5,Boş,15 Temmuz 2023,Konut,90 M2,2+1,3.Kat,Kombi Doğalgaz,1.100.000TL,Kayseri - Kocasinan - Yavuz Selim Mahallesi,,
333,13568576,29 Temmuz 2023,Satılık,200 M2,1,13,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,180 M2,3+1,13.Kat,Merkezi Doğalgaz,2.100.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
334,13567861,15 Temmuz 2023,Satılık,165 M2,5-10,10,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,125 M2,3+1,4.Kat,Merkezi Doğalgaz,1.580.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
335,13561560,24 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,Bahçe Katı,Sobalı,1.725.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
336,13561470,17 Temmuz 2023,Satılık,165 M2,4,12,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1.650.000TLarrow_downward%90,Kayseri - Kocasinan - Erkilet Mahallesi,,
337,13561352,14 Temmuz 2023,Satılık,645 M2,21 Ve Üzeri,1,Boş,14 Temmuz 2023,Konut,640 M2,1+1,Düz Giriş,Sobalı,945.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
338,13559948,18 Temmuz 2023,Satılık,150 M2,5-10,9,Kiracı Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
339,13559559,25 Temmuz 2023,Satılık,125 M2,1,14,Boş,13 Temmuz 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Kocasinan - Ziyagökalp Mahallesi,Bilinmiyor,
340,13559042,24 Temmuz 2023,Satılık,185 M2,2,14,Boş,13 Temmuz 2023,Konut,145 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),2.295.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
341,13558068,13 Temmuz 2023,Satılık,150 M2,1,12,Mülk Sahibi Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.440.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
342,13554926,23 Temmuz 2023,Satılık,300 M2,21 Ve Üzeri,1,Kiracı Oturuyor,13 Temmuz 2023,Konut,165 M2,3.5+1,Müstakil.Kat,Sobalı,1.000.020TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
343,13554363,13 Temmuz 2023,Satılık,175 M2,1,10,Boş,13 Temmuz 2023,Konut,138 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.755.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
344,13550322,25 Temmuz 2023,Satılık,190 M2,11-15,7,Boş,12 Temmuz 2023,Konut,160 M2,4+1,5.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,
345,13549712,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,12 Temmuz 2023,Konut,125 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.050.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Krediye Uygun Değil,
346,13549606,29 Temmuz 2023,Satılık,165 M2,5-10,8,Mülk Sahibi Oturuyor,12 Temmuz 2023,Konut,140 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,,
347,13585413,20 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,19 Temmuz 2023,Konut,135 M2,3+1,2.Kat,Merkezi Doğalgaz,1.700.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Bilinmiyor,
348,13585387,19 Temmuz 2023,Satılık,135 M2,0 (Yeni),15,Boş,19 Temmuz 2023,Konut,110 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.100.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,Krediye Uygun Değil,
349,13585377,19 Temmuz 2023,Satılık,205 M2,21 Ve Üzeri,15,Mülk Sahibi Oturuyor,19 Temmuz 2023,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.480.000TL,Kayseri - Kocasinan - Yakut Mahallesi,Krediye Uygun Değil,
350,13583809,18 Temmuz 2023,Satılık,185 M2,5-10,12,Mülk Sahibi Oturuyor,18 Temmuz 2023,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.325.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,Krediye Uygun Değil,
351,13580320,18 Temmuz 2023,Satılık,120 M2,0 (Yeni),12,Boş,18 Temmuz 2023,Konut,110 M2,2+1,5.Kat,Merkezi (Pay Ölçer),300.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Bilinmiyor,
352,13577332,17 Temmuz 2023,Satılık,180 M2,5-10,8,Kiracı Oturuyor,17 Temmuz 2023,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,1.550.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
353,13571507,16 Temmuz 2023,Satılık,110 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,295.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
354,13570748,16 Temmuz 2023,Satılık,100 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,1.345.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,
355,13570531,15 Temmuz 2023,Satılık,105 M2,11-15,5,Boş,15 Temmuz 2023,Konut,90 M2,2+1,3.Kat,Kombi Doğalgaz,1.100.000TL,Kayseri - Kocasinan - Yavuz Selim Mahallesi,,
356,13568576,29 Temmuz 2023,Satılık,200 M2,1,13,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,180 M2,3+1,13.Kat,Merkezi Doğalgaz,2.100.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
357,13567861,15 Temmuz 2023,Satılık,165 M2,5-10,10,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,125 M2,3+1,4.Kat,Merkezi Doğalgaz,1.580.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
358,13561560,24 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,Bahçe Katı,Sobalı,1.725.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
359,13561470,17 Temmuz 2023,Satılık,165 M2,4,12,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1.650.000TLarrow_downward%90,Kayseri - Kocasinan - Erkilet Mahallesi,,
360,13561352,14 Temmuz 2023,Satılık,645 M2,21 Ve Üzeri,1,Boş,14 Temmuz 2023,Konut,640 M2,1+1,Düz Giriş,Sobalı,945.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
361,13559948,18 Temmuz 2023,Satılık,150 M2,5-10,9,Kiracı Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
362,13559559,25 Temmuz 2023,Satılık,125 M2,1,14,Boş,13 Temmuz 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Kocasinan - Ziyagökalp Mahallesi,Bilinmiyor,
363,13559042,24 Temmuz 2023,Satılık,185 M2,2,14,Boş,13 Temmuz 2023,Konut,145 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),2.295.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
364,13558068,13 Temmuz 2023,Satılık,150 M2,1,12,Mülk Sahibi Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.440.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
365,13554926,23 Temmuz 2023,Satılık,300 M2,21 Ve Üzeri,1,Kiracı Oturuyor,13 Temmuz 2023,Konut,165 M2,3.5+1,Müstakil.Kat,Sobalı,1.000.020TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
366,13554363,13 Temmuz 2023,Satılık,175 M2,1,10,Boş,13 Temmuz 2023,Konut,138 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.755.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
367,13550322,25 Temmuz 2023,Satılık,190 M2,11-15,7,Boş,12 Temmuz 2023,Konut,160 M2,4+1,5.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,
368,13549712,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,12 Temmuz 2023,Konut,125 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.050.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Krediye Uygun Değil,
369,13549606,29 Temmuz 2023,Satılık,165 M2,5-10,8,Mülk Sahibi Oturuyor,12 Temmuz 2023,Konut,140 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,,
370,13585413,20 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,19 Temmuz 2023,Konut,135 M2,3+1,2.Kat,Merkezi Doğalgaz,1.700.000TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Bilinmiyor,
371,13585387,19 Temmuz 2023,Satılık,135 M2,0 (Yeni),15,Boş,19 Temmuz 2023,Konut,110 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.100.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,Krediye Uygun Değil,
372,13585377,19 Temmuz 2023,Satılık,205 M2,21 Ve Üzeri,15,Mülk Sahibi Oturuyor,19 Temmuz 2023,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.480.000TL,Kayseri - Kocasinan - Yakut Mahallesi,Krediye Uygun Değil,
373,13583809,18 Temmuz 2023,Satılık,185 M2,5-10,12,Mülk Sahibi Oturuyor,18 Temmuz 2023,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.325.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,Krediye Uygun Değil,
374,13580320,18 Temmuz 2023,Satılık,120 M2,0 (Yeni),12,Boş,18 Temmuz 2023,Konut,110 M2,2+1,5.Kat,Merkezi (Pay Ölçer),300.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Bilinmiyor,
375,13577332,17 Temmuz 2023,Satılık,180 M2,5-10,8,Kiracı Oturuyor,17 Temmuz 2023,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,1.550.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
376,13571507,16 Temmuz 2023,Satılık,110 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,295.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
377,13570748,16 Temmuz 2023,Satılık,100 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,1.345.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,
378,13570531,15 Temmuz 2023,Satılık,105 M2,11-15,5,Boş,15 Temmuz 2023,Konut,90 M2,2+1,3.Kat,Kombi Doğalgaz,1.100.000TL,Kayseri - Kocasinan - Yavuz Selim Mahallesi,,
379,13568576,29 Temmuz 2023,Satılık,200 M2,1,13,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,180 M2,3+1,13.Kat,Merkezi Doğalgaz,2.100.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
380,13567861,15 Temmuz 2023,Satılık,165 M2,5-10,10,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,125 M2,3+1,4.Kat,Merkezi Doğalgaz,1.580.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
381,13561560,24 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,Bahçe Katı,Sobalı,1.725.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
382,13561470,17 Temmuz 2023,Satılık,165 M2,4,12,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1.650.000TLarrow_downward%90,Kayseri - Kocasinan - Erkilet Mahallesi,,
383,13561352,14 Temmuz 2023,Satılık,645 M2,21 Ve Üzeri,1,Boş,14 Temmuz 2023,Konut,640 M2,1+1,Düz Giriş,Sobalı,945.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,
384,13559948,18 Temmuz 2023,Satılık,150 M2,5-10,9,Kiracı Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,
385,13559559,25 Temmuz 2023,Satılık,125 M2,1,14,Boş,13 Temmuz 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Kocasinan - Ziyagökalp Mahallesi,Bilinmiyor,
386,13559042,24 Temmuz 2023,Satılık,185 M2,2,14,Boş,13 Temmuz 2023,Konut,145 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),2.295.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
387,13558068,13 Temmuz 2023,Satılık,150 M2,1,12,Mülk Sahibi Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.440.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,
388,13554926,23 Temmuz 2023,Satılık,300 M2,21 Ve Üzeri,1,Kiracı Oturuyor,13 Temmuz 2023,Konut,165 M2,3.5+1,Müstakil.Kat,Sobalı,1.000.020TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,
389,13554363,13 Temmuz 2023,Satılık,175 M2,1,10,Boş,13 Temmuz 2023,Konut,138 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.755.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,
390,13550322,25 Temmuz 2023,Satılık,190 M2,11-15,7,Boş,12 Temmuz 2023,Konut,160 M2,4+1,5.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,
391,13549712,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,12 Temmuz 2023,Konut,125 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.050.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Krediye Uygun Değil,
392,13549606,29 Temmuz 2023,Satılık,165 M2,5-10,8,Mülk Sahibi Oturuyor,12 Temmuz 2023,Konut,140 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.675.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,,
