Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,Şehir,İlçe,Mahalle
5,9,1,0,130,7,8,7,1000000,0,4,79
8,13,1,0,135,7,1,7,1475000,0,4,48
3,4,2,0,150,7,1,5,1179000,0,3,16
1,9,0,0,135,7,1,6,1470000,0,4,15
7,13,2,0,155,7,1,6,1999000,0,4,97
2,7,0,0,80,7,1,5,845000,0,3,137
8,2,2,0,120,7,4,7,1970000,0,4,17
8,3,0,0,110,4,3,7,3250000,0,4,30
0,14,0,0,90,4,1,7,290000,0,4,48
0,10,0,0,85,4,1,7,295000,0,3,2
8,12,1,0,200,11,1,7,3550000,0,4,127
8,3,0,0,60,1,1,5,680000,0,4,31
5,5,1,0,80,4,4,5,660000,0,3,86
2,11,1,0,135,7,1,7,1120000,0,4,15
8,12,1,0,145,7,1,7,1795000,0,4,124
8,11,0,0,135,7,1,7,1745000,0,4,135
8,12,0,0,140,7,1,7,2230000,0,3,65
0,12,0,0,135,11,1,7,625000,0,4,124
8,10,0,0,140,7,1,7,2230000,0,3,65
0,5,0,0,123,7,1,5,1850000,0,3,115
0,5,0,0,88,4,8,7,1315000,0,4,15
8,10,0,0,170,11,1,6,5250000,0,3,33
7,6,1,0,85,4,8,6,1150000,0,4,15
8,11,1,0,135,7,1,7,1550000,0,4,135
0,5,0,0,87,4,1,7,950000,0,4,15
0,12,0,0,120,7,1,6,585000,0,4,15
0,12,0,0,120,7,1,6,340000,0,4,15
0,15,0,0,70,4,1,6,1795000,0,3,137
8,12,0,0,135,7,1,6,2000000,0,4,67
6,3,1,0,65,1,1,5,1095000,0,3,137
2,8,2,0,132,7,1,5,1200000,0,4,31
8,5,1,0,65,4,1,6,784000,0,4,31
0,2,0,0,198,14,3,5,6750000,0,4,49
0,2,0,0,75,4,1,5,1750000,0,4,49
0,10,0,0,75,4,1,6,1525000,0,3,99
8,11,0,0,140,7,1,5,2230000,0,3,105
0,14,0,0,135,7,2,6,1575000,0,3,100
0,5,0,0,85,4,0,6,1150000,0,4,110
8,12,2,0,120,7,1,6,1450000,0,4,0
5,4,0,0,100,7,1,5,1300000,0,3,107
3,1,2,0,120,7,8,9,830000,0,3,119
0,14,0,0,160,11,2,6,2450000,0,3,105
7,4,0,0,60,1,1,5,680000,0,4,31
8,10,1,0,155,7,1,6,1500000,0,4,51
3,9,1,0,120,7,1,7,1350000,0,4,37
3,9,2,0,135,7,1,7,1450000,0,4,38
8,12,0,0,128,7,1,7,1675000,0,4,127
2,3,0,0,240,16,8,5,4650000,0,4,49
4,11,0,0,135,7,1,7,2100000,0,3,114
0,11,0,0,185,11,1,6,1650000,0,3,36
2,9,1,0,95,7,1,7,1125000,0,4,135
0,9,0,0,100,4,1,6,1175000,0,3,137
0,9,0,0,145,7,1,6,1550000,0,4,138
1,10,0,0,135,7,1,6,1849000,0,3,100
8,14,0,0,90,4,1,7,1260000,0,4,0
2,15,0,0,120,7,1,7,930000,0,4,138
3,10,0,0,130,7,1,6,1450000,0,3,96
3,4,1,0,95,7,1,9,1850000,0,4,93
0,2,0,0,165,16,7,5,9050000,0,4,19
0,2,0,0,165,16,7,5,9000000,0,4,19
2,10,0,0,110,7,1,3,1125000,0,3,20
0,15,2,0,200,11,1,6,3550000,0,3,46
1,15,0,0,115,7,1,7,1595000,0,4,48
0,10,0,0,145,11,1,6,2150000,0,4,15
2,5,2,0,125,7,1,5,1250000,0,4,7
0,8,0,0,135,7,1,6,2850000,0,3,113
0,10,0,0,135,7,1,6,1875000,0,3,131
0,9,0,0,110,7,1,7,2250000,0,3,114
2,9,1,0,155,7,1,5,1420000,0,3,27
0,3,0,0,285,20,3,10,13000000,0,4,7
2,9,0,0,135,7,1,7,1479000,0,4,127
8,14,0,0,180,11,1,6,2455000,0,4,48
5,2,0,0,90,4,8,5,680000,0,3,86
2,12,1,0,125,7,1,6,1600000,0,4,38
3,6,2,0,125,7,1,5,1550000,0,4,38
6,7,1,0,112,7,1,6,1430000,0,4,15
8,12,0,0,90,7,1,7,100000,0,4,48
0,2,0,0,165,16,7,5,9000000,0,4,19
0,2,0,0,250,8,8,10,8950000,0,4,64
8,3,2,0,400,21,8,5,21000000,0,4,34
0,2,0,0,165,16,7,5,9050000,0,4,19
0,12,0,0,140,7,8,6,2150000,0,4,135
0,11,0,0,135,11,1,6,2070000,0,3,20
0,7,0,0,155,7,1,5,1695000,0,4,87
8,14,1,0,135,7,1,6,1950000,0,4,48
0,2,0,0,180,11,8,5,5750000,0,4,48
1,12,1,0,130,7,1,6,1325000,0,3,20
0,13,0,0,135,7,1,6,1590000,0,4,87
3,5,1,0,130,7,10,5,998000,0,4,112
1,12,0,0,135,7,1,6,1900000,0,3,20
8,8,2,0,185,11,10,6,2500000,0,4,15
8,5,2,0,85,4,1,7,965000,0,4,31
0,5,0,0,135,7,1,5,1540000,0,4,138
0,12,0,0,140,7,1,6,1950000,0,4,124
7,14,1,0,145,7,1,6,1625000,0,4,0
5,2,1,0,85,4,1,9,850000,0,3,118
6,10,0,0,200,11,1,6,4700000,0,3,113
2,9,1,0,135,7,1,5,1375000,0,4,51
0,14,0,0,140,7,1,6,2000000,0,4,135
8,4,0,0,60,4,1,7,820000,0,4,31
0,10,0,0,100,4,1,6,230000,0,3,29
0,14,0,0,140,7,2,7,1890000,0,3,99
0,10,0,0,135,7,1,6,2050000,0,3,88
0,10,0,0,135,7,1,6,1750000,0,4,138
0,13,0,0,150,7,2,6,1800000,0,4,124
0,13,0,0,150,11,1,6,2789000,0,4,47
0,2,0,0,165,16,7,5,9000000,0,4,19
8,9,0,0,135,7,1,6,1599000,0,3,36
2,4,1,0,90,4,1,5,900000,0,4,48
0,2,0,0,165,16,7,5,9000000,0,4,19
0,2,0,0,165,16,7,5,9000000,0,4,19
0,10,2,0,160,7,1,6,1780000,0,4,135
0,10,0,0,135,9,1,6,1450000,0,4,48
7,7,1,0,130,7,1,5,1650000,0,4,138
2,15,2,0,120,7,2,7,935000,0,4,138
0,14,0,0,150,11,1,6,3600000,0,3,114
0,7,0,0,125,7,1,6,1650000,0,3,92
4,2,2,0,180,16,8,5,7900000,0,4,39
8,13,1,0,190,11,1,7,3075000,0,4,81
0,5,0,0,145,9,1,5,1400000,0,4,40
6,2,2,0,250,9,7,5,6750000,0,4,39
7,3,0,0,60,1,1,5,670000,0,4,31
0,13,0,0,200,11,1,6,3550000,0,3,36
0,10,0,0,100,6,1,6,1680000,0,3,20
0,11,0,0,140,11,1,6,2999000,0,3,99
0,10,0,0,110,4,1,6,195000,0,4,124
5,2,0,0,95,4,8,5,2750000,0,4,38
5,3,2,0,110,7,1,9,950000,0,4,38
0,7,0,0,75,4,1,6,1250000,0,4,17
0,1,0,0,70,4,8,2,2750000,0,4,102
7,5,1,0,85,4,1,7,1075000,0,4,31
0,2,0,0,250,20,8,5,6750000,0,3,36
0,9,0,0,100,5,1,6,1320000,0,3,137
0,12,0,0,110,7,1,7,1750000,0,3,88
6,9,1,0,70,4,1,6,1450000,0,3,137
0,5,0,0,135,7,1,5,1390000,0,4,138
5,35,1,0,80,4,5,5,650000,0,3,96
1,9,0,0,120,7,1,6,1720000,0,4,74
0,2,0,0,150,11,8,5,4999000,0,4,19
7,11,2,0,170,11,1,6,2550000,0,4,120
8,12,0,0,120,7,2,7,1350000,0,3,20
1,4,0,0,110,7,8,6,1200000,0,3,90
3,9,2,0,120,7,1,7,1375000,0,4,112
8,9,0,0,100,7,1,5,1050000,0,4,103
5,4,1,0,135,4,1,3,780000,0,3,87
2,12,0,0,132,7,1,7,1295000,0,4,48
7,2,2,0,180,7,8,5,4000000,0,4,135
0,12,0,0,100,4,1,6,1650000,0,4,124
0,8,0,0,130,7,1,5,1475000,0,4,138
6,12,1,0,135,7,1,6,1475000,0,4,110
8,11,0,0,160,7,1,7,2350000,0,3,114
0,13,0,0,150,9,1,6,1999999,0,3,100
2,12,2,0,210,11,1,6,3900000,0,3,128
5,7,1,0,110,4,8,6,820000,0,3,96
5,12,1,0,135,7,1,7,1415000,0,3,96
3,2,0,0,250,11,8,5,8750000,0,4,34
1,11,0,0,135,7,1,6,1950000,0,3,10
0,14,0,0,175,11,1,6,2365000,0,3,119
8,14,0,0,185,7,1,6,1975000,0,3,113
2,14,2,0,160,7,1,7,2780000,0,4,81
8,3,2,0,250,20,8,5,7000000,0,4,19
2,5,1,0,110,7,1,5,789000,0,4,47
5,5,0,0,130,7,1,5,1299000,0,3,43
2,13,2,0,220,14,2,5,2575000,0,4,81
5,2,1,0,200,7,8,5,1690000,0,4,104
5,1,0,0,120,7,8,9,590000,0,3,101
0,12,0,0,100,4,1,7,275000,0,3,115
0,6,0,0,105,4,1,6,74500,0,3,137
8,13,1,0,125,7,2,6,1600000,0,4,135
0,12,0,0,110,4,1,6,315000,0,4,135
5,13,2,0,140,7,1,7,1275000,0,3,96
2,8,2,0,190,12,1,5,2400000,0,4,76
5,8,0,0,230,16,1,7,2985000,0,4,5
3,4,1,0,200,28,6,5,2550000,0,4,30
0,9,0,0,70,1,1,6,1050000,0,3,137
0,10,0,0,110,7,1,7,410000,0,3,2
0,12,0,0,85,4,1,7,295000,0,3,2
7,14,1,0,250,11,2,6,3000000,0,3,6
3,10,0,0,115,7,1,5,1000000,0,3,50
8,11,1,0,125,7,1,7,1520000,0,4,15
1,8,0,0,135,7,1,6,1950000,0,3,122
8,2,1,0,240,23,8,5,5900000,0,3,36
8,11,0,0,185,11,1,6,2750000,0,4,127
0,14,0,0,240,11,1,6,9000000,0,4,54
2,11,0,0,135,7,1,7,1360000,0,4,127
3,14,0,0,250,11,1,7,4950000,0,4,5
6,13,0,0,155,7,2,6,2750000,0,3,114
0,2,0,0,300,16,8,10,38000000,0,4,34
0,14,0,0,155,7,2,6,4000000,0,4,81
0,8,0,0,170,7,1,6,1900000,0,4,37
2,1,2,0,120,7,6,9,1970000,0,4,30
0,1,0,0,90,4,8,9,1350000,0,4,37
2,11,0,0,265,12,2,5,2499000,0,4,127
4,10,2,0,138,7,1,6,1820000,0,3,65
2,8,2,0,100,4,1,7,1250000,0,4,9
8,5,1,0,125,7,1,5,1350000,0,4,138
0,15,0,0,150,4,1,6,280000,0,3,2
0,1,0,0,100,5,8,9,2400000,0,4,37
0,2,0,0,160,12,8,5,8500000,0,4,19
8,15,1,0,140,7,2,6,1550000,0,4,135
5,5,1,0,90,4,1,5,875000,0,3,78
8,14,0,0,230,11,1,6,6400000,0,4,127
8,14,0,0,185,7,1,6,1970000,0,3,113
7,2,0,0,110,12,1,5,2825000,0,3,52
0,10,0,0,75,4,1,7,180000,0,3,2
8,14,0,0,150,11,1,6,5990000,0,4,5
6,14,0,0,200,11,2,6,4200000,0,4,127
2,13,0,0,130,7,1,7,1625000,0,3,121
8,7,1,0,131,7,1,5,985000,0,4,31
0,10,0,0,115,4,1,6,1500000,0,4,124
0,12,0,0,135,9,1,6,2100000,0,4,48
0,9,0,0,155,11,1,6,3200000,0,4,48
8,11,2,0,235,11,2,7,3700000,0,4,81
3,8,0,0,188,7,1,7,1790000,0,3,50
0,11,0,0,130,7,1,7,1590000,0,4,7
8,13,0,0,115,4,1,7,1925000,0,4,47
3,14,2,0,250,11,2,7,6250000,0,4,54
0,9,0,0,110,7,1,6,1675000,0,3,137
2,3,2,0,450,26,8,5,15000000,0,4,34
5,14,2,0,230,11,2,7,3300000,0,4,5
8,14,2,0,180,7,2,6,2490000,0,4,37
5,1,0,0,370,7,6,2,990000,0,3,99
7,14,2,0,135,7,1,6,1480000,0,4,124
0,10,0,0,130,7,1,6,1850000,0,4,124
1,12,2,0,120,7,1,6,2140000,0,3,100
0,1,0,0,200,11,7,5,7000000,0,4,48
0,11,0,0,185,11,1,6,1675000,0,3,36
8,2,2,0,200,7,8,5,4550000,0,4,135
8,4,1,0,65,4,1,5,750000,0,4,31
0,8,0,0,155,11,1,6,2750000,0,3,29
2,9,1,0,135,7,1,7,1720000,0,4,127
6,1,0,0,75,4,8,5,3850000,0,4,19
5,12,1,0,145,7,8,7,1675000,0,4,5
5,3,0,0,100,7,1,9,805000,0,3,46
2,4,2,0,80,4,0,7,895000,0,4,31
5,15,0,0,180,7,2,5,2100000,0,3,96
0,8,0,0,110,7,1,6,2250000,0,3,96
3,12,2,0,175,11,1,7,3000000,0,4,5
0,12,0,0,175,11,2,6,3250000,0,4,47
3,5,1,0,160,7,1,7,2150000,0,3,43
5,12,0,0,230,11,1,7,2550000,0,3,96
1,14,1,0,225,11,1,6,12500000,0,4,81
8,13,1,0,175,7,1,6,2850000,0,4,127
5,12,0,0,150,7,2,6,2395000,0,4,5
7,13,1,0,170,11,1,6,2625000,0,4,127
1,6,1,0,65,1,1,6,850000,0,4,9
8,13,0,0,270,11,1,6,4000000,0,4,110
0,7,0,0,200,11,1,6,2800000,0,3,113
8,13,0,0,185,11,1,6,2625000,0,4,127
2,13,2,0,200,11,1,6,3450000,0,4,81
3,14,2,0,240,11,1,7,3850000,0,4,5
2,14,0,0,145,7,1,7,1750000,0,4,127
2,13,2,0,175,7,1,7,2250000,0,4,81
0,11,0,0,160,11,1,6,2250000,0,3,92
0,2,0,0,180,11,8,5,7750000,0,3,46
0,9,0,0,75,4,8,6,1300000,0,3,137
2,6,0,0,160,7,1,5,3000000,0,4,5
8,13,2,0,270,11,1,6,4200000,0,4,110
0,3,0,0,300,20,8,5,19500000,0,4,34
7,13,0,0,170,11,1,6,2450000,0,4,127
2,13,2,0,400,20,2,7,5570000,0,4,81
5,8,2,0,180,11,1,7,3450000,0,4,5
0,6,0,0,120,7,1,7,2250000,0,3,122
3,9,2,0,120,7,1,5,3150000,0,4,82
6,10,0,0,175,11,1,6,2950000,0,4,127
0,3,0,0,300,23,8,5,14750000,0,4,34
3,2,0,0,90,28,8,9,4250000,0,4,64
5,2,2,0,130,7,1,5,1400000,0,3,118
0,14,0,0,200,11,1,6,4000000,0,3,100
0,9,0,0,90,4,1,6,1850000,0,3,87
8,12,2,0,140,7,1,5,1365000,0,4,31
8,2,2,0,400,23,8,5,22000000,0,4,34
5,12,1,0,180,7,2,7,1415000,0,3,96
5,3,1,0,100,7,1,5,950000,0,3,43
0,10,0,0,135,7,1,6,1650000,0,4,87
8,13,2,0,125,7,2,6,1330000,0,4,138
8,6,1,0,120,7,1,6,1430000,0,4,15
1,7,1,0,130,7,1,6,1640000,0,3,113
1,4,2,0,110,7,1,6,1250000,0,3,90
5,2,0,0,100,7,4,5,800000,0,4,17
5,4,1,0,120,7,1,5,910000,0,4,67
3,9,2,0,100,7,1,5,975000,0,4,1
0,12,0,0,110,7,1,7,1430000,0,4,38
5,3,2,0,130,7,1,5,850000,0,3,87
8,14,0,0,185,11,2,6,3950000,0,4,127
0,2,0,0,175,11,8,5,6000000,0,4,39
4,14,2,0,149,11,1,6,2620000,0,3,6
0,12,0,0,135,7,1,6,210000,0,4,135
3,8,2,0,80,7,1,5,1070000,0,4,8
3,8,1,0,180,7,1,7,1625000,0,3,105
0,8,0,0,120,7,1,6,1650000,0,3,116
7,1,0,0,736,4,6,9,1690000,0,3,75
1,8,0,0,140,11,1,6,2750000,0,3,99
8,5,1,0,65,4,1,6,800000,0,4,31
1,7,1,0,120,7,1,5,1700000,0,3,88
1,10,0,0,85,4,1,5,1250000,0,3,137
0,15,0,0,125,7,1,6,1625000,0,3,126
0,15,0,0,125,7,1,7,295000,0,4,48
6,11,2,0,130,7,1,6,1850000,0,4,124
2,12,1,0,130,7,1,7,1200000,0,3,111
2,9,2,0,135,7,1,6,1250000,0,3,2
0,12,0,0,90,4,1,6,350000,0,4,124
0,10,0,0,145,7,1,6,1780000,0,4,135
8,7,2,0,85,4,1,7,920000,0,4,31
3,9,2,0,95,4,1,7,899000,0,4,135
0,12,0,0,185,16,1,6,2000000,0,4,48
2,13,2,0,155,7,1,6,3000000,0,4,5
0,7,0,0,140,7,1,6,1925000,0,3,113
0,11,0,0,135,7,1,7,1850000,0,4,15
2,13,0,0,155,7,2,5,2500000,0,4,127
5,2,1,0,200,4,1,5,1450000,0,3,6
0,12,0,0,135,7,1,7,1550000,0,4,138
0,13,0,0,135,7,1,6,1800000,0,4,124
8,7,1,0,120,7,1,6,1135000,0,4,31
0,13,0,0,135,7,1,6,1800000,0,4,124
2,13,1,0,160,7,1,5,2450000,0,3,113
5,8,0,0,100,7,8,9,745000,0,4,79
0,14,0,0,140,7,2,6,1950000,0,3,99
0,12,0,0,85,4,1,6,1600000,0,3,100
0,14,0,0,165,14,1,6,2240000,0,3,100
0,7,1,0,120,7,1,5,1695000,0,3,88
6,3,0,0,180,11,7,3,3200000,0,3,132
8,8,2,0,135,7,1,5,1700000,0,4,38
0,3,0,0,265,23,8,10,10000000,0,4,7
0,9,0,0,140,7,1,6,1420000,0,4,15
8,7,1,0,155,7,1,7,1200000,0,3,99
8,9,0,0,90,4,1,5,1240000,0,4,0
2,10,0,0,132,7,1,6,1159000,0,4,48
8,10,2,0,85,4,1,7,1050000,0,3,137
2,13,2,0,190,11,1,7,2500000,0,3,20
2,7,1,0,130,7,1,7,1135000,0,4,56
8,11,2,0,180,11,1,6,4000000,0,3,65
8,10,1,0,135,7,1,7,1450000,0,3,111
4,10,0,0,135,8,1,6,2075000,0,3,20
0,10,0,0,145,7,1,6,1849000,0,3,88
8,1,2,0,100,4,6,11,9350000,0,4,34
0,3,0,0,250,20,8,5,9000000,0,4,19
7,13,1,0,135,7,2,6,1300000,0,4,31
0,2,0,0,340,16,6,5,13990000,0,4,34
0,12,0,0,130,7,1,7,275000,0,3,2
6,13,2,0,130,7,1,6,1470000,0,4,31
4,2,0,0,195,11,8,5,4900000,0,4,34
0,9,0,0,66,4,1,6,1450000,0,3,137
0,8,0,0,125,7,1,7,2300000,0,3,96
5,6,2,0,100,7,1,5,850000,0,3,50
5,4,0,0,125,7,1,5,995000,0,4,76
8,11,2,0,155,11,1,5,2195000,0,4,109
1,9,2,0,115,4,1,7,1350000,0,4,17
0,8,2,0,150,11,1,6,1999000,0,4,15
2,2,0,0,1850,9,6,9,4000000,0,4,60
3,4,1,0,400,28,1,9,1700000,0,4,93
8,14,0,0,220,11,1,7,3250000,0,4,54
8,16,2,0,165,7,1,5,1650000,0,4,47
0,10,0,0,70,4,1,6,900000,0,3,92
8,1,2,0,100,4,8,5,3850000,0,4,39
0,15,0,0,125,7,1,6,1625000,0,3,111
0,10,0,0,120,7,1,7,1990000,0,4,74
0,14,2,0,120,7,1,6,1900000,0,3,131
3,10,2,0,165,11,1,5,2750000,0,3,128
3,3,2,0,150,7,8,5,6800000,0,4,7
0,13,2,0,150,11,1,6,2745000,0,4,127
4,2,2,0,270,11,8,5,8950000,0,4,64
2,9,2,0,140,7,1,7,1325000,0,4,48
2,14,2,0,120,7,2,7,1290000,0,3,113
5,2,0,0,360,28,8,2,12000000,0,4,64
2,6,1,0,110,7,1,5,840000,0,4,17
8,15,2,0,160,7,1,7,1550000,0,4,124
8,11,2,0,180,11,2,6,4350000,0,3,114
8,5,2,0,80,4,1,6,1000000,0,4,31
0,10,0,0,130,7,1,6,1300000,0,4,48
0,6,0,0,150,7,1,5,1350000,0,4,138
7,14,0,0,300,16,1,6,8450000,0,4,127
2,8,0,0,120,7,1,5,1250000,0,4,15
0,2,0,0,120,4,1,5,1750000,0,4,48
8,15,1,0,130,7,1,7,1450000,0,4,48
0,2,0,0,210,11,7,5,6750000,0,4,48
5,4,0,0,90,4,1,2,1199000,0,4,66
0,13,0,0,185,11,1,7,2800000,0,4,127
0,14,0,0,125,7,1,6,1625000,0,3,126
3,3,1,0,65,4,1,7,739000,0,4,31
5,5,1,0,130,7,1,9,775000,0,4,28
0,12,0,0,150,11,1,6,2300000,0,4,127
2,9,1,0,120,7,1,7,1200000,0,3,2
0,76,0,0,110,7,1,5,1300000,0,4,138
2,12,1,0,132,7,1,6,1325000,0,4,135
5,2,0,0,250,21,8,5,2150000,0,3,118
8,6,2,0,185,7,1,5,1400000,0,4,110
2,14,0,0,220,14,1,6,4600000,0,4,5
0,2,0,0,210,16,8,5,6000000,0,4,49
0,9,0,0,115,9,1,6,2200000,0,3,99
8,9,2,0,135,7,1,5,1250000,0,3,36
2,12,2,0,185,11,1,7,2999000,0,4,5
8,10,1,0,140,7,1,6,1650000,0,4,74
8,2,0,0,300,16,8,5,14900000,0,4,39
8,14,1,0,260,11,1,6,4100000,0,4,81
0,7,0,0,115,7,8,5,1500000,0,3,116
4,12,2,0,156,7,1,6,2175000,0,3,119
0,1,0,0,60,29,7,2,1500000,0,3,22
0,14,0,0,115,4,1,7,197000,0,3,29
3,2,2,0,360,23,6,9,9950000,0,4,34
0,2,0,0,450,17,7,5,8999000,0,4,39
5,4,0,0,120,7,1,7,739000,0,4,82
0,15,0,0,170,11,1,7,2650000,0,3,130
3,4,2,0,350,28,8,5,3500000,0,4,64
0,6,0,0,120,7,1,6,1640000,0,3,88
0,12,0,0,90,4,1,6,292000,0,3,2
0,14,0,0,180,11,1,6,2650000,0,3,130
8,15,2,0,140,7,1,7,1500000,0,3,36
0,14,0,0,150,7,1,6,1850000,0,3,65
2,9,1,0,125,7,1,5,1250000,0,4,1
2,10,1,0,135,7,1,7,1565000,0,4,11
2,2,0,0,140,7,8,9,3200000,0,4,12
5,2,1,0,120,4,1,5,875000,0,3,118
0,14,0,0,160,11,1,6,2200000,0,3,92
8,13,0,0,122,7,2,7,1550000,0,3,20
4,16,0,0,85,4,2,6,1550000,0,3,96
7,14,0,0,175,7,8,7,2900000,0,3,16
0,2,0,0,190,16,8,5,5850000,0,4,49
0,13,0,0,155,11,1,7,2250000,0,3,100
8,14,0,0,180,11,1,6,2600000,0,3,16
8,8,0,0,250,20,1,6,7750000,0,3,128
8,12,2,0,125,7,1,6,1475000,0,4,48
4,13,0,0,105,7,2,6,1750000,0,4,124
6,8,2,0,130,7,1,5,1675000,0,4,17
3,9,2,0,195,11,1,7,3450000,0,3,33
8,12,1,0,160,7,1,6,1600000,0,3,20
8,12,2,0,140,7,1,6,1500000,0,3,36
8,14,2,0,165,7,1,7,1750000,0,3,10
8,3,2,0,250,20,8,5,11500000,0,4,34
4,9,1,0,140,7,1,6,1800000,0,3,92
5,14,0,0,230,11,1,7,2950000,0,4,5
0,12,0,0,135,7,1,6,165000,0,4,135
0,12,0,0,100,4,1,6,96000,0,4,124
0,12,0,0,135,11,1,7,650000,0,4,124
0,10,0,0,220,11,1,7,3300000,0,4,38
5,5,2,0,130,7,1,5,1150000,0,4,91
3,2,0,0,150,7,8,9,1100000,0,4,12
0,14,0,0,90,4,1,6,310000,0,4,48
3,2,1,0,361,7,8,9,5500000,0,4,127
0,13,0,0,110,7,1,6,550000,0,4,124
0,2,0,0,200,11,8,5,6750000,0,4,48
0,14,0,0,140,7,1,6,1750000,0,4,135
5,2,1,0,219,7,8,9,1000000,0,3,10
8,15,0,0,200,11,1,7,3450000,0,3,78
0,15,0,0,135,7,1,7,1550000,0,4,138
3,3,2,0,350,24,8,2,5999000,0,4,74
0,14,0,0,87,4,1,6,1000000,0,4,110
8,14,2,0,135,7,2,7,1535000,0,4,1
0,9,0,0,130,7,1,6,2380000,0,4,17
5,8,2,0,120,7,8,6,965000,0,3,87
5,14,2,0,195,11,1,7,2250000,0,3,96
7,3,2,0,300,1,7,5,4850000,0,4,87
4,2,2,0,120,4,8,9,2500000,0,4,72
4,12,0,0,90,4,1,6,1110000,0,4,48
6,10,2,0,180,11,1,6,2500000,0,3,114
2,14,2,0,250,11,2,6,5200000,0,4,127
4,14,2,0,132,7,1,6,2050000,0,4,135
8,10,1,0,150,7,1,5,1300000,0,3,10
0,2,0,0,200,21,8,5,7500000,0,4,7
8,12,2,0,125,7,1,6,1850000,0,4,48
0,10,0,0,135,7,1,6,1350000,0,3,36
5,3,0,0,540,22,8,5,9000000,0,4,34
8,4,2,0,100,4,11,5,3650000,0,4,30
2,14,2,0,150,7,2,5,2090000,0,3,105
2,10,2,0,150,7,1,5,2375000,0,4,38
2,12,1,0,240,11,1,7,3460000,0,4,5
5,8,0,0,140,7,1,7,1650000,0,4,82
2,14,2,0,115,7,1,7,1100000,0,4,138
5,3,1,0,120,7,1,5,785000,0,3,96
8,3,1,0,385,28,7,5,13500000,0,4,34
1,2,2,0,300,16,8,10,9980000,0,4,39
8,14,2,0,135,7,1,7,1455000,0,4,0
2,15,2,0,135,7,2,7,1700000,0,4,56
0,13,0,0,130,7,1,6,1590000,0,4,138
1,13,0,0,135,9,1,6,1750000,0,4,48
2,1,0,0,150,4,4,9,2200000,0,4,18
0,10,0,0,135,7,1,7,1575000,0,4,124
8,2,2,0,250,11,3,9,6750000,0,3,94
5,7,2,0,160,7,1,7,990000,0,4,56
0,10,0,0,180,7,1,7,2100000,0,3,96
4,10,0,0,140,7,1,7,1640000,0,4,37
1,12,0,0,140,11,1,6,2390000,0,3,131
8,12,1,0,135,7,1,7,1300000,0,3,92
8,10,1,0,185,11,1,7,2225000,0,3,33
0,3,0,0,250,20,8,5,11000000,0,4,19
5,5,2,0,100,7,1,5,970000,0,4,8
8,2,2,0,450,28,8,5,18000000,0,4,34
0,12,0,0,135,7,1,7,1560000,0,3,131
1,14,2,0,145,7,1,6,1450000,0,4,17
7,9,0,0,135,7,1,6,1590000,0,4,31
5,1,2,0,110,4,8,5,1250000,0,3,122
0,12,0,0,120,7,1,7,1535000,0,4,138
0,8,0,0,140,7,1,5,1475000,0,3,116
8,12,0,0,135,7,1,6,1600000,0,4,40
0,7,0,0,130,7,1,6,1590000,0,3,92
2,5,1,0,190,7,1,5,1389000,0,3,16
4,2,0,0,380,16,8,5,8350000,0,4,64
3,6,2,0,144,7,1,5,1460000,0,4,120
0,10,0,0,130,7,1,6,1850000,0,4,124
0,13,0,0,140,7,1,6,1850000,0,4,135
0,14,0,0,135,9,1,6,1750000,0,4,124
5,9,1,0,150,7,1,7,1325000,0,3,96
5,8,2,0,170,11,1,7,2150000,0,3,96
0,15,0,0,95,4,1,6,1350000,0,4,48
1,6,0,0,120,7,1,5,1380000,0,4,51
8,13,1,0,135,7,1,7,1360000,0,4,48
0,14,0,0,145,7,2,6,1790000,0,4,38
0,2,0,0,200,11,3,5,5500000,0,4,49
